file,loc,noc,bf,bug,document,topic,topic0,topic1,topic2,topic3,topic4
internal::core::util::HashtableOfArrayToObject ,144,5,1,0,internal core util hashtable of array to object ,1,0,1,0,0,0
internal::core::InitializerElementInfo ,0,15,0,0,internal core initializer element info ,2,0,0,1,0,0
core::dom::CastExpression ,106,35,8,0,core dom cast expression ,1,0,1,0,0,0
internal::core::ModelUpdater ,157,23,7,0,internal core model updater ,2,0,0,1,0,0
internal::core::util::ConstantPoolEntry ,169,9,1,0,internal core util constant pool entry ,1,0,1,0,0,0
core::dom::AnnotationBinding ,190,9,11,2,core dom annotation binding ,1,0,1,0,0,0
internal::core::ResolvedBinaryMethod ,23,5,1,0,internal core resolved binary method ,1,0,1,0,0,0
internal::core::search::matching::PossibleMatchSet ,37,10,1,0,internal core search matching possible match set ,4,0,0,0,0,1
internal::codeassist::impl::AssistSourceType ,59,2,3,0,internal codeassist impl assist source type ,0,1,0,0,0,0
internal::compiler::ast::JavadocArrayQualifiedTypeReference ,13,15,6,0,internal compiler ast javadoc array qualified type reference ,0,1,0,0,0,0
internal::compiler::ast::TypeParameter ,60,18,5,0,internal compiler ast type parameter ,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnMarkerAnnotationName ,15,5,1,0,internal codeassist complete completion on marker annotation name ,3,0,0,0,1,0
internal::compiler::parser::RecoveredImport ,26,28,0,0,internal compiler parser recovered import ,0,1,0,0,0,0
internal::core::builder::BuildNotifier ,189,36,8,0,internal core builder build notifier ,2,0,0,1,0,0
internal::formatter::comment::CommentFormatterUtil ,55,3,2,0,internal formatter comment comment formatter util ,4,0,0,0,0,1
internal::compiler::flow::NullInfoRegistry ,312,5,4,0,internal compiler flow null info registry ,0,1,0,0,0,0
internal::compiler::ast::Reference ,42,36,3,1,internal compiler ast reference ,0,1,0,0,0,0
internal::core::CreateTypeMemberOperation ,126,49,8,1,internal core create type member operation ,4,0,0,0,0,1
internal::core::util::RuntimeVisibleAnnotationsAttribute ,22,6,0,0,internal core util runtime visible annotations attribute ,4,0,0,0,0,1
internal::core::util::WeakHashSet ,143,6,1,0,internal core util weak hash set ,1,0,1,0,0,0
core::JavaConventions ,219,140,24,1,core java conventions ,2,0,0,1,0,0
internal::compiler::impl::StringConstant ,27,29,0,0,internal compiler impl string constant ,0,1,0,0,0,0
internal::compiler::lookup::Binding ,18,41,7,0,internal compiler lookup binding ,0,1,0,0,0,0
core::dom::DoStatement ,106,41,10,0,core dom do statement ,1,0,1,0,0,0
internal::compiler::util::GenericXMLWriter ,99,4,3,0,internal compiler util generic writer ,0,1,0,0,0,0
internal::core::Region ,89,31,2,0,internal core region ,2,0,0,1,0,0
internal::codeassist::impl::AssistCompilationUnit ,21,0,1,0,internal codeassist impl assist compilation unit ,0,1,0,0,0,0
internal::core::BatchOperation ,28,13,1,0,internal core batch operation ,2,0,0,1,0,0
internal::core::JarPackageFragmentRoot ,185,85,19,0,internal core jar package fragment root ,4,0,0,0,0,1
internal::codeassist::CompletionEngine ,7341,412,205,7,internal codeassist completion engine ,3,0,0,0,1,0
internal::compiler::ast::TryStatement ,784,138,31,3,internal compiler ast try statement ,0,1,0,0,0,0
internal::compiler::lookup::ParameterizedGenericMethodBinding ,412,89,44,0,internal compiler lookup parameterized generic method binding ,0,1,0,0,0,0
core::dom::Javadoc ,108,50,8,0,core dom javadoc ,1,0,1,0,0,0
internal::core::ElementCache ,36,21,4,0,internal core element cache ,2,0,0,1,0,0
internal::compiler::lookup::ReferenceBinding ,840,180,50,1,internal compiler lookup reference binding ,0,1,0,0,0,0
core::dom::InfixExpression ,158,41,11,0,core dom infix expression ,1,0,1,0,0,0
internal::codeassist::complete::CompletionOnJavadocAllocationExpression ,56,5,4,0,internal codeassist complete completion on javadoc allocation expression ,3,0,0,0,1,0
internal::compiler::util::HashtableOfInt ,71,27,0,0,internal compiler util hashtable of int ,0,1,0,0,0,0
internal::compiler::env::ClassSignature ,12,1,0,0,internal compiler env class signature ,0,1,0,0,0,0
internal::formatter::CodeFormatterVisitor ,1248,251,132,2,internal formatter code formatter visitor ,1,0,1,0,0,0
internal::core::util::ParameterAnnotation ,25,8,1,0,internal core util parameter annotation ,4,0,0,0,0,1
internal::compiler::ast::LabeledStatement ,92,57,8,0,internal compiler ast labeled statement ,0,1,0,0,0,0
core::dom::NormalAnnotation ,67,22,4,0,core dom normal annotation ,4,0,0,0,0,1
core::dom::BlockComment ,31,20,3,0,core dom block comment ,4,0,0,0,0,1
internal::core::util::SimpleWordSet ,43,8,1,0,internal core util simple word set ,1,0,1,0,0,0
internal::compiler::ast::AnnotationMethodDeclaration ,128,20,2,0,internal compiler ast annotation method declaration ,0,1,0,0,0,0
core::search::ReferenceMatch ,10,0,1,1,core search reference match ,4,0,0,0,0,1
internal::codeassist::impl::AssistSourceField ,41,1,2,0,internal codeassist impl assist source field ,0,1,0,0,0,0
core::dom::DefaultASTVisitor ,15,8,7,0,core dom default visitor ,1,0,1,0,0,0
internal::core::JavaElementDeltaBuilder ,354,47,8,0,internal core java element delta builder ,2,0,0,1,0,0
internal::core::ClassFileWorkingCopy ,68,64,7,0,internal core class file working copy ,4,0,0,0,0,1
internal::compiler::ast::AllocationExpression ,337,95,20,1,internal compiler ast allocation expression ,0,1,0,0,0,0
internal::compiler::SourceElementNotifier ,299,1,2,0,internal compiler source element notifier ,0,1,0,0,0,0
core::dom::ASTVisitor ,15,34,5,0,core dom visitor ,1,0,1,0,0,0
internal::core::util::BindingKeyParser ,423,39,24,0,internal core util binding key parser ,1,0,1,0,0,0
core::dom::Modifier ,96,35,6,0,core dom modifier ,1,0,1,0,0,0
internal::core::dom::rewrite::RewriteEvent ,0,6,0,0,internal core dom rewrite rewrite event ,1,0,1,0,0,0
internal::core::util::MethodInfo ,123,23,3,0,internal core util method info ,4,0,0,0,0,1
internal::core::builder::AbstractImageBuilder ,639,149,41,2,internal core builder abstract image builder ,2,0,0,1,0,0
internal::compiler::ast::NullLiteral ,32,26,7,0,internal compiler ast null literal ,0,1,0,0,0,0
internal::compiler::flow::InsideSubRoutineFlowContext ,27,26,6,0,internal compiler flow inside sub routine flow context ,2,0,0,1,0,0
internal::compiler::util::ObjectVector ,78,34,3,0,internal compiler util object vector ,1,0,1,0,0,0
core::dom::AnonymousClassDeclaration ,53,26,7,0,core dom anonymous class declaration ,1,0,1,0,0,0
internal::compiler::ast::QualifiedTypeReference ,105,69,16,0,internal compiler ast qualified type reference ,0,1,0,0,0,0
internal::compiler::ast::OR_OR_Expression ,226,49,12,0,internal compiler ast expression ,0,1,0,0,0,0
internal::core::util::SourceFileAttribute ,15,12,0,0,internal core util source file attribute ,1,0,1,0,0,0
core::dom::Expression ,15,13,2,0,core dom expression ,1,0,1,0,0,0
internal::compiler::util::Messages ,80,17,7,0,internal compiler util messages ,0,1,0,0,0,0
internal::core::CopyElementsOperation ,124,56,8,0,internal core copy elements operation ,4,0,0,0,0,1
internal::compiler::ast::SynchronizedStatement ,158,65,17,0,internal compiler ast synchronized statement ,0,1,0,0,0,0
internal::core::RenameElementsOperation ,28,30,3,0,internal core rename elements operation ,4,0,0,0,0,1
internal::core::jdom::DOMImport ,62,38,4,0,internal core jdom import ,2,0,0,1,0,0
internal::compiler::ast::SingleTypeReference ,63,45,4,0,internal compiler ast single type reference ,0,1,0,0,0,0
internal::codeassist::InternalCompletionProposal ,127,11,5,1,internal codeassist internal completion proposal ,3,0,0,0,1,0
internal::compiler::ast::UnaryExpression ,253,62,10,0,internal compiler ast unary expression ,0,1,0,0,0,0
core::dom::ASTRecoveryPropagator ,261,8,7,0,core dom recovery propagator ,1,0,1,0,0,0
core::Flags ,95,47,2,0,core flags ,3,0,0,0,1,0
internal::core::CreatePackageDeclarationOperation ,57,39,8,0,internal core create package declaration operation ,4,0,0,0,0,1
internal::compiler::problem::AbortMethod ,3,17,3,0,internal compiler problem abort method ,0,1,0,0,0,0
internal::core::JavaElementDelta ,485,68,14,0,internal core java element delta ,2,0,0,1,0,0
core::dom::WhileStatement ,106,39,9,0,core dom while statement ,1,0,1,0,0,0
core::dom::InstanceofExpression ,106,34,8,0,core dom instanceof expression ,1,0,1,0,0,0
internal::compiler::impl::CharConstant ,38,33,1,0,internal compiler impl char constant ,0,1,0,0,0,0
internal::compiler::lookup::LocalTypeBinding ,186,61,11,0,internal compiler lookup local type binding ,0,1,0,0,0,0
internal::compiler::impl::CompilerOptions ,974,232,76,1,internal compiler impl compiler options ,0,1,0,0,0,0
internal::core::eval::RequestorWrapper ,36,23,4,0,internal core eval requestor wrapper ,3,0,0,0,1,0
internal::compiler::parser::ScannerHelper ,136,21,2,0,internal compiler parser scanner helper ,0,1,0,0,0,0
internal::core::search::matching::MultiTypeDeclarationPattern ,146,14,10,1,internal core search matching multi type declaration pattern ,4,0,0,0,0,1
internal::core::SelectionRequestor ,781,89,26,0,internal core selection requestor ,0,1,0,0,0,0
core::dom::FieldDeclaration ,136,58,13,0,core dom field declaration ,1,0,1,0,0,0
internal::eval::GlobalVariable ,26,25,0,0,internal eval global variable ,2,0,0,1,0,0
core::dom::MemberValuePairBinding ,152,5,6,0,core dom member value pair binding ,1,0,1,0,0,0
internal::core::hierarchy::TypeHierarchy ,1119,121,27,1,internal core hierarchy type hierarchy ,2,0,0,1,0,0
internal::compiler::lookup::ParameterizedTypeBinding ,866,183,69,2,internal compiler lookup parameterized type binding ,0,1,0,0,0,0
internal::codeassist::select::SelectionOnArgumentName ,26,14,1,0,internal codeassist select selection on argument name ,0,1,0,0,0,0
internal::eval::CodeSnippetTypeDeclaration ,56,22,3,0,internal eval code snippet type declaration ,3,0,0,0,1,0
internal::eval::EvaluationResult ,99,28,2,0,internal eval evaluation result ,3,0,0,0,1,0
internal::core::search::indexing::IndexingParser ,31,2,1,0,internal core search indexing indexing parser ,4,0,0,0,0,1
core::JDTCompilerAdapter ,21,79,30,0,core compiler adapter ,1,0,1,0,0,0
internal::codeassist::CompletionRequestorWrapper ,306,6,0,1,internal codeassist completion requestor wrapper ,3,0,0,0,1,0
internal::core::CreateElementInCUOperation ,142,51,9,0,internal core create element in operation ,4,0,0,0,0,1
internal::core::dom::rewrite::ListRewriteEvent ,121,10,2,0,internal core dom rewrite list rewrite event ,1,0,1,0,0,0
core::dom::Assignment ,132,38,9,0,core dom assignment ,1,0,1,0,0,0
core::dom::NullLiteral ,31,29,5,0,core dom null literal ,1,0,1,0,0,0
internal::core::JavaElement ,505,155,36,1,internal core java element ,2,0,0,1,0,0
internal::formatter::comment::CommentLine ,149,4,1,0,internal formatter comment comment line ,4,0,0,0,0,1
internal::codeassist::complete::CompletionOnMessageSend ,41,36,2,0,internal codeassist complete completion on message send ,3,0,0,0,1,0
core::dom::ArrayInitializer ,45,26,5,0,core dom array initializer ,1,0,1,0,0,0
internal::codeassist::impl::AssistTypeParameter ,7,0,1,0,internal codeassist impl assist type parameter ,0,1,0,0,0,0
internal::formatter::align::AlignmentException ,21,10,0,0,internal formatter align alignment exception ,4,0,0,0,0,1
core::CompletionFlags ,6,0,1,0,core completion flags ,3,0,0,0,1,0
core::compiler::CategorizedProblem ,6,22,4,0,core compiler categorized problem ,0,1,0,0,0,0
internal::compiler::ast::AbstractMethodDeclaration ,314,125,35,0,internal compiler ast abstract method declaration ,0,1,0,0,0,0
internal::core::util::Messages ,6,25,17,1,internal core util messages ,1,0,1,0,0,0
internal::core::CreateFieldOperation ,77,41,10,0,internal core create field operation ,4,0,0,0,0,1
internal::codeassist::complete::CompletionOnJavadocQualifiedTypeReference ,56,3,3,0,internal codeassist complete completion on javadoc qualified type reference ,3,0,0,0,1,0
internal::codeassist::complete::CompletionOnLocalName ,25,17,2,0,internal codeassist complete completion on local name ,3,0,0,0,1,0
core::dom::rewrite::ImportRewrite ,356,15,7,0,core dom rewrite import rewrite ,1,0,1,0,0,0
core::formatter::CodeFormatterApplication ,200,14,6,0,core formatter code formatter application ,1,0,1,0,0,0
internal::core::BecomeWorkingCopyOperation ,38,23,6,0,internal core become working copy operation ,4,0,0,0,0,1
internal::compiler::lookup::UnresolvedAnnotationBinding ,37,3,1,1,internal compiler lookup unresolved annotation binding ,0,1,0,0,0,0
core::compiler::batch::BatchCompiler ,6,2,1,0,core compiler batch batch compiler ,0,1,0,0,0,0
internal::core::util::SimpleDocument ,145,9,0,0,internal core util simple document ,1,0,1,0,0,0
internal::core::search::matching::ConstructorPattern ,154,54,15,1,internal core search matching constructor pattern ,4,0,0,0,0,1
core::dom::RecoveredTypeBinding ,402,11,10,0,core dom recovered type binding ,1,0,1,0,0,0
internal::compiler::ast::CastExpression ,431,155,50,1,internal compiler ast cast expression ,0,1,0,0,0,0
internal::core::ClassFileInfo ,149,52,6,1,internal core class file info ,4,0,0,0,0,1
internal::core::DeltaProcessor ,2116,367,101,2,internal core delta processor ,2,0,0,1,0,0
core::dom::TypeDeclaration ,303,70,18,0,core dom type declaration ,1,0,1,0,0,0
internal::compiler::codegen::ConstantPool ,329,79,16,1,internal compiler codegen constant pool ,0,1,0,0,0,0
core::dom::VariableDeclarationExpression ,156,55,11,0,core dom variable declaration expression ,1,0,1,0,0,0
internal::compiler::classfmt::ElementValuePairInfo ,28,3,0,0,internal compiler classfmt element value pair info ,0,1,0,0,0,0
internal::compiler::util::FloatUtil ,311,3,1,0,internal compiler util float util ,0,1,0,0,0,0
internal::compiler::lookup::NestedTypeBinding ,115,26,5,1,internal compiler lookup nested type binding ,0,1,0,0,0,0
internal::core::ResolvedSourceField ,23,7,2,0,internal core resolved source field ,4,0,0,0,0,1
internal::compiler::SourceElementRequestorAdapter ,66,28,15,0,internal compiler source element requestor adapter ,3,0,0,0,1,0
internal::codeassist::InternalExtendedCompletionContext ,648,3,4,2,internal codeassist internal extended completion context ,2,0,0,1,0,0
internal::compiler::ast::AbstractVariableDeclaration ,57,41,1,0,internal compiler ast abstract variable declaration ,0,1,0,0,0,0
core::dom::AnnotationTypeMemberDeclaration ,170,32,8,0,core dom annotation type member declaration ,1,0,1,0,0,0
internal::compiler::parser::TypeConverter ,246,1,2,0,internal compiler parser type converter ,0,1,0,0,0,0
internal::core::util::VerificationInfo ,37,3,0,0,internal core util verification info ,1,0,1,0,0,0
internal::core::SimpleDelta ,44,5,2,0,internal core simple delta ,2,0,0,1,0,0
internal::codeassist::impl::AssistSourceMethod ,44,1,2,0,internal codeassist impl assist source method ,0,1,0,0,0,0
internal::compiler::classfmt::AnnotationMethodInfo ,95,6,0,0,internal compiler classfmt annotation method info ,0,1,0,0,0,0
internal::core::search::matching::IntersectingPattern ,49,2,2,1,internal core search matching intersecting pattern ,4,0,0,0,0,1
internal::compiler::problem::AbortCompilationUnit ,4,18,4,0,internal compiler problem abort compilation unit ,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnArgumentName ,27,19,2,0,internal codeassist complete completion on argument name ,3,0,0,0,1,0
core::NamingConventions ,142,38,9,2,core naming conventions ,2,0,0,1,0,0
internal::core::OverflowingLRUCache ,233,51,5,0,internal core overflowing cache ,2,0,0,1,0,0
internal::core::SourceMethodElementInfo ,34,28,3,0,internal core source method element info ,4,0,0,0,0,1
internal::core::util::FieldInfo ,92,18,1,0,internal core util field info ,4,0,0,0,0,1
internal::formatter::FormatJavadoc ,27,1,3,0,internal formatter format javadoc ,4,0,0,0,0,1
internal::compiler::codegen::IntegerCache ,94,31,1,0,internal compiler codegen integer cache ,0,1,0,0,0,0
core::search::PackageReferenceMatch ,3,20,2,1,core search package reference match ,4,0,0,0,0,1
internal::compiler::parser::RecoveredMethod ,409,83,15,0,internal compiler parser recovered method ,0,1,0,0,0,0
internal::core::search::matching::MethodPattern ,180,80,23,1,internal core search matching method pattern ,4,0,0,0,0,1
internal::core::eval::EvaluationContextWrapper ,195,76,2,0,internal core eval evaluation context wrapper ,3,0,0,0,1,0
internal::compiler::flow::InitializationFlowContext ,54,23,0,2,internal compiler flow initialization flow context ,2,0,0,1,0,0
internal::compiler::ast::Assignment ,221,112,28,0,internal compiler ast assignment ,0,1,0,0,0,0
internal::compiler::lookup::TypeVariableBinding ,333,113,45,1,internal compiler lookup type variable binding ,0,1,0,0,0,0
internal::core::util::RecordedParsingInformation ,12,8,5,0,internal core util recorded parsing information ,1,0,1,0,0,0
core::formatter::CodeFormatter ,3,25,13,0,core formatter code formatter ,1,0,1,0,0,0
internal::compiler::ast::MagicLiteral ,12,17,0,0,internal compiler ast magic literal ,0,1,0,0,0,0
internal::core::BufferCache ,32,25,3,0,internal core buffer cache ,2,0,0,1,0,0
internal::compiler::classfmt::AnnotationInfo ,316,6,1,0,internal compiler classfmt annotation info ,0,1,0,0,0,0
core::dom::rewrite::ListRewrite ,128,15,3,0,core dom rewrite list rewrite ,1,0,1,0,0,0
internal::formatter::FormatJavadocReference ,10,3,3,0,internal formatter format javadoc reference ,4,0,0,0,0,1
internal::core::CreateInitializerOperation ,59,37,7,0,internal core create initializer operation ,4,0,0,0,0,1
internal::core::dom::rewrite::TokenScanner ,78,14,2,0,internal core dom rewrite token scanner ,1,0,1,0,0,0
internal::core::builder::AbortIncrementalBuildException ,3,8,0,0,internal core builder abort incremental build exception ,1,0,1,0,0,0
internal::compiler::ReadManager ,153,1,1,2,internal compiler read manager ,0,1,0,0,0,0
core::search::SearchMatch ,111,39,13,0,core search search match ,4,0,0,0,0,1
core::dom::rewrite::TargetSourceRangeComputer ,11,4,2,0,core dom rewrite target source range computer ,4,0,0,0,0,1
internal::core::index::DiskIndex ,1117,91,40,0,internal core index disk index ,4,0,0,0,0,1
internal::core::JarEntryDirectory ,32,2,1,0,internal core jar entry directory ,4,0,0,0,0,1
internal::eval::CodeSnippetReturnStatement ,101,48,3,1,internal eval code snippet return statement ,3,0,0,0,1,0
internal::core::util::RuntimeVisibleParameterAnnotationsAttribute ,22,5,0,0,internal core util runtime visible parameter annotations attribute ,4,0,0,0,0,1
internal::compiler::impl::LongConstant ,40,34,1,0,internal compiler impl long constant ,0,1,0,0,0,0
internal::compiler::parser::RecoveredType ,468,79,12,0,internal compiler parser recovered type ,0,1,0,0,0,0
internal::compiler::lookup::SyntheticArgumentBinding ,10,21,4,0,internal compiler lookup synthetic argument binding ,0,1,0,0,0,0
core::CompletionRequestor ,79,18,10,0,core completion requestor ,3,0,0,0,1,0
core::search::TypeDeclarationMatch ,3,16,0,0,core search type declaration match ,4,0,0,0,0,1
internal::codeassist::select::SelectionOnQualifiedAllocationExpression ,59,37,4,0,internal codeassist select selection on qualified allocation expression ,0,1,0,0,0,0
internal::compiler::ast::EqualExpression ,799,90,21,0,internal compiler ast equal expression ,0,1,0,0,0,0
internal::core::jdom::CompilationUnit ,30,29,0,0,internal core jdom compilation unit ,2,0,0,1,0,0
internal::core::search::matching::ConstructorLocator ,222,37,12,1,internal core search matching constructor locator ,4,0,0,0,0,1
internal::compiler::parser::RecoveredUnit ,158,46,6,0,internal compiler parser recovered unit ,0,1,0,0,0,0
internal::core::dom::rewrite::LineInformation ,10,3,0,0,internal core dom rewrite line information ,1,0,1,0,0,0
internal::core::TypeParameterElementInfo ,0,3,0,0,internal core type parameter element info ,4,0,0,0,0,1
internal::eval::CodeSnippetMessageSend ,311,78,12,2,internal eval code snippet message send ,3,0,0,0,1,0
core::dom::EnumDeclaration ,118,34,8,0,core dom enum declaration ,1,0,1,0,0,0
core::search::LocalVariableDeclarationMatch ,3,16,0,0,core search local variable declaration match ,4,0,0,0,0,1
internal::codeassist::complete::CompletionOnSingleTypeReference ,63,38,5,0,internal codeassist complete completion on single type reference ,3,0,0,0,1,0
core::dom::PostfixExpression ,96,36,8,0,core dom postfix expression ,1,0,1,0,0,0
internal::core::search::indexing::IndexRequest ,24,30,0,0,internal core search indexing index request ,4,0,0,0,0,1
internal::core::util::AnnotationDefaultAttribute ,7,5,0,0,internal core util annotation default attribute ,1,0,1,0,0,0
core::dom::TryStatement ,108,37,8,0,core dom try statement ,1,0,1,0,0,0
core::dom::VariableDeclaration ,15,17,3,0,core dom variable declaration ,1,0,1,0,0,0
internal::codeassist::complete::CompletionOnMethodTypeParameter ,22,11,1,0,internal codeassist complete completion on method type parameter ,3,0,0,0,1,0
internal::compiler::ast::MarkerAnnotation ,16,14,2,0,internal compiler ast marker annotation ,0,1,0,0,0,0
internal::compiler::ast::FloatLiteral ,85,24,2,0,internal compiler ast float literal ,0,1,0,0,0,0
internal::compiler::ast::WhileStatement ,232,78,15,0,internal compiler ast while statement ,0,1,0,0,0,0
internal::formatter::DefaultCodeFormatterOptions ,2140,110,63,2,internal formatter default code formatter options ,1,0,1,0,0,0
internal::core::ClasspathValidation ,51,0,0,1,internal core classpath validation ,1,0,1,0,0,0
internal::compiler::lookup::ProblemPackageBinding ,6,16,0,0,internal compiler lookup problem package binding ,0,1,0,0,0,0
internal::core::search::JavaSearchDocument ,51,19,3,0,internal core search java search document ,4,0,0,0,0,1
core::dom::Statement ,48,35,7,0,core dom statement ,1,0,1,0,0,0
internal::compiler::ast::Statement ,99,58,9,0,internal compiler ast statement ,0,1,0,0,0,0
core::dom::ImportDeclaration ,121,45,10,0,core dom import declaration ,1,0,1,0,0,0
internal::codeassist::select::SelectionOnFieldReference ,23,28,1,0,internal codeassist select selection on field reference ,0,1,0,0,0,0
internal::core::PackageDeclaration ,30,38,4,0,internal core package declaration ,4,0,0,0,0,1
core::dom::CompilationUnitResolver ,282,154,54,0,core dom compilation unit resolver ,2,0,0,1,0,0
internal::core::TypeVector ,78,24,0,0,internal core type vector ,1,0,1,0,0,0
internal::compiler::ast::FalseLiteral ,38,23,2,0,internal compiler ast false literal ,0,1,0,0,0,0
internal::core::SourceRefElementInfo ,15,16,0,0,internal core source ref element info ,4,0,0,0,0,1
internal::core::SourceFieldElementInfo ,12,20,3,0,internal core source field element info ,4,0,0,0,0,1
internal::compiler::ast::ConditionalExpression ,445,117,24,0,internal compiler ast conditional expression ,0,1,0,0,0,0
internal::core::JarEntryFile ,38,31,1,0,internal core jar entry file ,4,0,0,0,0,1
internal::codeassist::complete::CompletionOnMemberAccess ,38,31,3,0,internal codeassist complete completion on member access ,3,0,0,0,1,0
internal::core::util::ExceptionTableEntry ,28,10,0,0,internal core util exception table entry ,2,0,0,1,0,0
internal::compiler::ast::FieldReference ,547,149,43,6,internal compiler ast field reference ,0,1,0,0,0,0
internal::core::CommitWorkingCopyOperation ,141,72,14,0,internal core commit working copy operation ,4,0,0,0,0,1
internal::compiler::parser::RecoveredField ,186,46,7,0,internal compiler parser recovered field ,0,1,0,0,0,0
internal::core::UserLibraryManager ,128,21,6,0,internal core user library manager ,2,0,0,1,0,0
internal::core::SourceTypeElementInfo ,193,47,7,0,internal core source type element info ,4,0,0,0,0,1
internal::compiler::ast::JavadocAllocationExpression ,142,45,27,0,internal compiler ast javadoc allocation expression ,0,1,0,0,0,0
internal::compiler::classfmt::MethodInfo ,392,67,13,0,internal compiler classfmt method info ,0,1,0,0,0,0
core::JavaCore ,1058,708,172,4,core java core ,2,0,0,1,0,0
internal::core::util::CodeAttribute ,1081,29,4,1,internal core util code attribute ,1,0,1,0,0,0
internal::core::eval::GlobalVariableWrapper ,17,13,0,0,internal core eval global variable wrapper ,2,0,0,1,0,0
internal::compiler::classfmt::ClassFileStruct ,67,40,2,0,internal compiler classfmt class file struct ,0,1,0,0,0,0
core::dom::TextElement ,63,22,5,0,core dom text element ,4,0,0,0,0,1
internal::codeassist::select::SelectionJavadocParser ,123,8,4,0,internal codeassist select selection javadoc parser ,0,1,0,0,0,0
internal::core::BinaryField ,81,44,9,2,internal core binary field ,1,0,1,0,0,0
internal::core::util::CommentRecorderParser ,193,34,24,1,internal core util comment recorder parser ,4,0,0,0,0,1
core::dom::DocCommentParser ,638,47,36,1,core dom doc comment parser ,4,0,0,0,0,1
internal::compiler::ast::MemberValuePair ,189,40,16,0,internal compiler ast member value pair ,0,1,0,0,0,0
internal::compiler::impl::Constant ,1500,45,7,0,internal compiler impl constant ,0,1,0,0,0,0
core::dom::MethodInvocation ,137,45,11,0,core dom method invocation ,1,0,1,0,0,0
internal::core::util::StackMapTableAttribute ,33,3,1,0,internal core util stack map table attribute ,1,0,1,0,0,0
internal::core::PackageFragment ,356,103,23,0,internal core package fragment ,4,0,0,0,0,1
internal::codeassist::select::SelectionOnQualifiedTypeReference ,38,32,3,0,internal codeassist select selection on qualified type reference ,0,1,0,0,0,0
internal::core::search::JavaSearchTypeNameMatch ,35,0,1,0,internal core search java search type name match ,4,0,0,0,0,1
internal::core::search::indexing::IndexManager ,644,197,33,3,internal core search indexing index manager ,4,0,0,0,0,1
internal::core::JarPackageFragment ,127,50,6,0,internal core jar package fragment ,4,0,0,0,0,1
internal::codeassist::impl::AssistImportDeclaration ,7,0,1,0,internal codeassist impl assist import declaration ,0,1,0,0,0,0
internal::compiler::ast::IntLiteral ,110,30,4,0,internal compiler ast int literal ,0,1,0,0,0,0
internal::compiler::parser::Parser ,0,519,173,4,internal compiler parser parser ,0,1,0,0,0,0
internal::core::builder::State ,560,73,18,1,internal core builder state ,2,0,0,1,0,0
internal::eval::CodeSnippetEvaluator ,144,39,8,0,internal eval code snippet evaluator ,3,0,0,0,1,0
core::dom::TypeDeclarationStatement ,123,51,12,0,core dom type declaration statement ,1,0,1,0,0,0
internal::compiler::batch::ClasspathJar ,155,56,9,1,internal compiler batch classpath jar ,0,1,0,0,0,0
internal::core::search::matching::JavaSearchNameEnvironment ,140,31,10,0,internal core search matching java search name environment ,4,0,0,0,0,1
internal::eval::InstallException ,3,17,0,0,internal eval install exception ,2,0,0,1,0,0
internal::core::search::HierarchyScope ,240,55,6,0,internal core search hierarchy scope ,2,0,0,1,0,0
core::search::TypeNameMatch ,23,9,10,0,core search type name match ,4,0,0,0,0,1
internal::core::SearchableEnvironmentRequestor ,44,24,7,0,internal core searchable environment requestor ,3,0,0,0,1,0
internal::compiler::batch::CompilationUnit ,50,38,4,0,internal compiler batch compilation unit ,2,0,0,1,0,0
internal::core::dom::NaiveASTFlattener ,48,0,1,0,internal core dom naive flattener ,1,0,1,0,0,0
internal::compiler::lookup::MethodVerifier15 ,747,105,80,8,internal compiler lookup method verifier ,0,1,0,0,0,0
internal::compiler::parser::RecoveryScannerData ,42,1,1,0,internal compiler parser recovery scanner data ,0,1,0,0,0,0
internal::core::search::matching::InternalSearchPattern ,64,16,4,1,internal core search matching internal search pattern ,4,0,0,0,0,1
internal::formatter::DefaultCodeFormatter ,370,87,31,0,internal formatter default code formatter ,1,0,1,0,0,0
core::dom::MemberValuePair ,109,31,6,0,core dom member value pair ,1,0,1,0,0,0
internal::codeassist::complete::CompletionOnImportReference ,12,25,0,0,internal codeassist complete completion on import reference ,3,0,0,0,1,0
internal::core::UserLibrary ,141,24,9,0,internal core user library ,2,0,0,1,0,0
internal::compiler::ast::BinaryExpression ,1782,80,18,0,internal compiler ast binary expression ,0,1,0,0,0,0
internal::core::builder::ClasspathLocation ,18,25,5,0,internal core builder classpath location ,2,0,0,1,0,0
internal::core::ResolvedSourceType ,26,10,4,0,internal core resolved source type ,4,0,0,0,0,1
internal::core::DiscardWorkingCopyOperation ,41,12,6,0,internal core discard working copy operation ,4,0,0,0,0,1
core::dom::ChildPropertyDescriptor ,18,8,1,0,core dom child property descriptor ,1,0,1,0,0,0
internal::codeassist::impl::AssistOptions ,155,35,8,0,internal codeassist impl assist options ,0,1,0,0,0,0
internal::compiler::lookup::WildcardBinding ,533,98,28,1,internal compiler lookup wildcard binding ,0,1,0,0,0,0
internal::compiler::ast::ArrayAllocationExpression ,142,54,5,0,internal compiler ast array allocation expression ,0,1,0,0,0,0
internal::core::search::matching::SecondaryTypeDeclarationPattern ,13,1,1,1,internal core search matching secondary type declaration pattern ,4,0,0,0,0,1
