file,loc,noc,bf,bug,buggy,type,refer,pattern,bind,code,locat,declar,method,java,complet,parser,compil,field,match,packag,intern,name,snippet,search,scope
internal::core::search::matching::ClassFileMatchLocator ,462,55,15,1,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
internal::core::VerboseElementCache ,27,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::BinaryTypeConverter ,216,19,8,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::CompoundNameVector ,50,12,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
core::dom::PackageBinding ,155,45,18,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::formatter::comment::MultiCommentLine ,276,4,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaCorePreferenceInitializer ,73,45,22,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::codegen::VerificationTypeInfo ,156,7,4,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::QualifiedThisReference ,76,51,4,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnJavadocParamNameReference ,17,5,7,0,N,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
core::dom::MethodBinding ,290,107,59,0,N,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ConstructorDeclaration ,437,122,40,3,Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::CreateCompilationUnitOperation ,87,50,10,0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
core::CorrectionEngine ,128,59,6,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::VariableLocator ,36,11,2,1,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::batch::ClasspathDirectory ,136,60,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::index::MemoryIndex ,99,20,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::SwitchStatement ,334,94,19,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::indexing::InternalSearchDocument ,16,13,4,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
core::dom::BindingResolver ,105,62,23,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::codegen::StackMapFrame ,325,11,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::AnnotationInfo ,0,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::classfmt::ClassFormatException ,29,24,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::ClasspathDirectory ,101,39,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::classfmt::MethodInfoWithParameterAnnotations ,35,1,0,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::ClasspathMultiDirectory ,33,27,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::TypeBinding ,773,143,56,3,Y,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::flow::LabelFlowContext ,23,33,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::AssertStatement ,163,68,9,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::TypeReferencePattern ,54,99,21,1,Y,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::search::TypeNameMatchRequestor ,0,2,3,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
internal::codeassist::select::SelectionOnPackageReference ,11,27,0,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
core::BindingKey ,82,25,7,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocReturnStatement ,29,24,13,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::CodeSnippetAllocationExpression ,184,55,13,1,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
internal::compiler::env::AccessRule ,39,5,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::DOMBuilder ,368,45,10,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::TypeParameterPattern ,61,10,6,0,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::InnerClassesAttributeEntry ,49,10,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ASTSyntaxErrorPropagator ,62,22,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnFieldType ,14,20,1,0,N,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
internal::codeassist::select::SelectionOnExplicitConstructorCall ,34,29,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::HandleFactory ,200,59,20,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::dom::rewrite::TrackedNodePosition ,24,8,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::SimpleSetOfCharArray ,103,5,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::dom::rewrite::ASTRewriteAnalyzer ,907,67,28,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ReturnStatement ,217,83,26,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::search::MethodDeclarationMatch ,3,16,0,0,N,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
internal::core::util::LocalVariableAttribute ,21,14,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::NameEnvironment ,271,68,14,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
core::dom::ParameterizedType ,88,38,6,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::Java2HTMLEntityReader ,50,8,4,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::BufferFactoryWrapper ,23,15,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::NameLookup ,691,143,35,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::codeassist::complete::CompletionOnJavadocTag ,115,5,3,1,Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::HashtableOfObject ,122,38,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ParameterizedQualifiedTypeReference ,296,84,32,1,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::EvaluationContext ,332,74,16,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ContinueStatement ,75,13,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ThrowStatement ,44,48,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::SourceType ,480,172,36,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::StackMapFrame ,127,7,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::CheckDebugAttributes ,50,15,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::ClasspathEntry ,1340,127,36,4,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::DOMPackage ,50,33,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::core::search::matching::PackageReferencePattern ,40,82,11,1,Y,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::core::JavaProjectElementInfo ,251,68,25,1,Y,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::SourceAnnotationMethodInfo ,3,7,3,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ExtendedStringLiteral ,29,32,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::WorkQueue ,28,14,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::SourceConstructorInfo ,13,3,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ArrayQualifiedTypeReference ,62,48,4,0,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::DocumentElementParser ,1200,73,9,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
internal::core::builder::ImageBuilderInternalException ,15,14,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnJavadocSingleTypeReference ,55,3,3,0,N,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::OperatorExpression ,1520,47,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::TypeNameRequestorWrapper ,6,8,5,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::codeassist::impl::AssistAnnotation ,7,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ArrayCreation ,110,44,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::CompilationUnitStructureRequestor ,525,93,22,1,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocSingleTypeReference ,66,39,26,0,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::BatchImageBuilder ,269,93,28,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::parser::AbstractCommentParser ,1399,104,81,7,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
internal::core::ResolvedBinaryField ,23,5,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::core::index::Index ,134,45,18,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::ExternalFoldersManager ,192,7,4,3,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::BooleanLiteral ,52,27,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::Disassembler ,629,131,33,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::DOMFinder ,28,5,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::VariableBinding ,35,40,3,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::CodeSnippetParsingUtil ,152,23,13,0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
internal::core::search::indexing::ReadWriteMonitor ,52,26,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaProject ,1607,468,128,4,Y,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::flow::ExceptionHandlingFlowContext ,139,55,11,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::TypeReferenceLocator ,343,83,40,2,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaModelStatus ,286,54,15,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
core::dom::CatchClause ,107,38,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocArraySingleTypeReference ,14,15,6,0,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::CreateMethodOperation ,64,39,9,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::Buffer ,275,72,14,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::TypeParameterLocator ,57,1,1,1,Y,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::batch::ClasspathLocation ,15,13,7,0,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::MemberValuePair ,26,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ConstructorInvocation ,76,34,7,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::CommentRegion ,269,6,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::HashtableOfObjectToIntArray ,117,2,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::indexing::RemoveFolderFromIndex ,49,40,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::SelectionEngine ,1189,175,56,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::ImportBinding ,21,31,1,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::compiler::BuildContext ,56,5,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::PackageDeclarationLocator ,11,6,0,0,N,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::compiler::codegen::ExceptionLabel ,58,24,6,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::CodeSnippetFieldReference ,336,55,6,0,N,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
internal::compiler::lookup::ElementValuePair ,28,8,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JarPackageFragmentInfo ,3,19,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::core::CancelableNameEnvironment ,23,9,6,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::compiler::parser::RecoveredElement ,172,42,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::UserLibraryClasspathContainer ,35,11,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::problem::DefaultProblemFactory ,126,61,19,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::search::TypeReferenceMatch ,16,30,6,2,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
internal::compiler::ast::JavadocMessageSend ,174,48,28,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::BaseTypeBinding ,163,34,2,0,N,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::WildcardType ,80,28,4,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::RuntimeInvisibleParameterAnnotationsAttribute ,22,5,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::UserLibraryClasspathContainerInitializer ,52,14,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::AST ,804,209,66,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::UnresolvedReferenceNameFinder ,321,10,7,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::codeassist::complete::CompletionOnAnnotationOfType ,10,4,3,0,N,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::core::util::HashSetOfCharArrayArray ,118,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::LongLiteral ,128,33,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::HashtableOfType ,79,30,1,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ClassLiteralAccess ,72,72,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::NumberLiteral ,97,44,7,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::CharArrayBuffer ,35,21,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::OptimizedReplaceEdit ,8,5,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaCorePreferenceModifyListener ,29,1,1,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::FieldPattern ,63,40,11,1,Y,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::core::builder::NameSet ,41,9,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::core::ExternalJavaProject ,29,5,4,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
core::search::SearchEngine ,54,182,41,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
internal::compiler::ConfigurableOption ,117,40,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::SyntheticFieldBinding ,5,16,1,0,N,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::compiler::impl::BooleanConstant ,19,40,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::HashtableOfArrayToObject ,144,5,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::InitializerElementInfo ,0,15,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::CastExpression ,106,35,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::ModelUpdater ,157,23,7,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::ConstantPoolEntry ,169,9,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::AnnotationBinding ,190,9,11,2,Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::ResolvedBinaryMethod ,23,5,1,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::PossibleMatchSet ,37,10,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
internal::codeassist::impl::AssistSourceType ,59,2,3,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocArrayQualifiedTypeReference ,13,15,6,0,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::TypeParameter ,60,18,5,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnMarkerAnnotationName ,15,5,1,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
internal::compiler::parser::RecoveredImport ,26,28,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::BuildNotifier ,189,36,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::CommentFormatterUtil ,55,3,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::flow::NullInfoRegistry ,312,5,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::Reference ,42,36,3,1,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::CreateTypeMemberOperation ,126,49,8,1,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::RuntimeVisibleAnnotationsAttribute ,22,6,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::WeakHashSet ,143,6,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::JavaConventions ,219,140,24,1,Y,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::impl::StringConstant ,27,29,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::Binding ,18,41,7,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::DoStatement ,106,41,10,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::GenericXMLWriter ,99,4,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::Region ,89,31,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::impl::AssistCompilationUnit ,21,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
internal::core::BatchOperation ,28,13,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JarPackageFragmentRoot ,185,85,19,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::codeassist::CompletionEngine ,7341,412,205,7,Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::TryStatement ,784,138,31,3,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::ParameterizedGenericMethodBinding ,412,89,44,0,N,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::Javadoc ,108,50,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::ElementCache ,36,21,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::ReferenceBinding ,840,180,50,1,Y,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::InfixExpression ,158,41,11,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnJavadocAllocationExpression ,56,5,4,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::HashtableOfInt ,71,27,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::env::ClassSignature ,12,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::CodeFormatterVisitor ,1248,251,132,2,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::ParameterAnnotation ,25,8,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::LabeledStatement ,92,57,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::NormalAnnotation ,67,22,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::BlockComment ,31,20,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::SimpleWordSet ,43,8,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::AnnotationMethodDeclaration ,128,20,2,0,N,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
core::search::ReferenceMatch ,10,0,1,1,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
internal::codeassist::impl::AssistSourceField ,41,1,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
core::dom::DefaultASTVisitor ,15,8,7,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaElementDeltaBuilder ,354,47,8,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::ClassFileWorkingCopy ,68,64,7,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::AllocationExpression ,337,95,20,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::SourceElementNotifier ,299,1,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ASTVisitor ,15,34,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::BindingKeyParser ,423,39,24,0,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
core::dom::Modifier ,96,35,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::dom::rewrite::RewriteEvent ,0,6,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::MethodInfo ,123,23,3,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
